API,class,stress,level,initial_API,initial_deg,stressed_API_true,stressed_deg_true,stressed_API_meas,stressed_deg_meas
Run_2006,small_volatile,base,low,100.01,0.17,98.31,1.87,98.14,1.84
Run_2007,small_volatile,thermal,high,99.59,0.52,73.35,25.25,72.66,24.57
Run_2008,small_volatile,base,high,100.68,0.84,74.70,22.92,74.82,24.28
Run_2009,peptide,oxidation,high,100.17,0.14,80.53,19.78,80.06,19.91
Run_2010,small_nonvolatile,photolysis,high,100.72,0.43,73.69,27.47,74.34,28.15
Run_2011,peptide,acid,high,100.77,0.59,56.42,44.94,57.11,45.09
Run_2012,small_nonvolatile,oxidation,low,99.47,0.62,96.20,3.89,96.85,4.29
Run_2013,small_nonvolatile,acid,mid,99.94,0.57,94.54,5.96,94.33,4.17
Run_2014,small_nonvolatile,base,low,99.34,0.41,94.80,4.95,93.78,4.83
Run_2015,small_volatile,photolysis,low,100.53,0.30,96.04,4.45,95.51,4.93
Run_2016,small_nonvolatile,base,high,100.15,0.78,66.33,34.59,65.17,35.22
Run_2017,small_nonvolatile,thermal,high,100.74,0.81,71.81,29.75,71.24,29.63
Run_2018,peptide,base,high,100.00,0.91,77.51,23.40,76.76,22.69
Run_2019,small_volatile,base,high,100.12,0.73,72.05,28.80,72.79,28.63
Run_2020,small_nonvolatile,thermal,mid,100.04,0.43,88.16,12.32,87.99,11.80
Run_2021,small_volatile,acid,high,100.73,0.71,78.52,22.92,77.84,23.35
Run_2022,small_nonvolatile,oxidation,high,100.57,0.87,73.75,27.68,73.66,27.96
Run_2023,small_volatile,thermal,low,99.45,0.91,94.99,5.37,93.98,5.79
Run_2024,small_volatile,thermal,low,100.29,0.65,96.63,3.45,95.55,2.99
Run_2025,small_volatile,oxidation,high,99.27,0.35,70.16,24.17,70.76,24.52
Run_2026,small_volatile,thermal,mid,100.25,0.19,84.36,16.08,84.82,16.31
Run_2027,small_nonvolatile,oxidation,low,99.92,0.35,98.03,2.24,97.75,2.53
Run_2028,small_nonvolatile,oxidation,high,100.21,0.38,76.24,24.36,75.71,24.47
Run_2029,peptide,photolysis,mid,101.13,0.19,82.89,18.43,82.41,18.77
Run_2030,small_nonvolatile,acid,low,99.64,0.35,96.23,3.76,95.59,3.49
Run_2031,peptide,photolysis,low,100.23,0.59,98.75,2.07,98.36,2.00
Run_2032,small_volatile,photolysis,high,99.55,0.44,54.69,45.31,55.39,44.70
Run_2033,peptide,acid,mid,100.19,0.21,89.49,10.91,88.94,7.93
Run_2034,small_nonvolatile,oxidation,high,99.81,0.78,50.51,50.09,50.89,49.33
Run_2035,peptide,oxidation,high,99.87,0.35,52.63,47.59,52.44,47.89
Run_2036,small_volatile,photolysis,mid,99.73,0.15,81.02,18.85,80.70,18.93
Run_2037,small_volatile,oxidation,high,100.14,0.72,79.14,21.72,79.29,22.09
Run_2038,peptide,base,high,100.35,0.14,53.57,46.91,54.59,46.51
Run_2039,small_nonvolatile,base,mid,100.43,0.72,79.96,21.19,80.48,20.98
Run_2040,small_volatile,thermal,low,98.90,0.99,96.90,2.99,96.83,2.27
Run_2041,peptide,acid,low,99.01,0.69,96.87,2.84,97.55,3.40
Run_2042,peptide,base,low,100.33,0.68,98.49,2.52,98.34,1.63
Run_2043,peptide,oxidation,mid,100.30,0.99,94.56,6.73,94.36,5.67
Run_2044,small_nonvolatile,acid,high,100.21,0.56,53.79,46.98,53.54,47.55
Run_2045,small_nonvolatile,base,mid,99.17,0.96,84.29,15.84,83.63,15.66
Run_2046,peptide,photolysis,low,99.69,0.60,98.21,2.08,98.41,2.04
Run_2047,peptide,thermal,mid,101.13,0.13,94.51,6.75,95.01,7.40
Run_2048,small_nonvolatile,thermal,mid,99.77,0.81,86.97,13.62,87.11,13.89
Run_2049,small_nonvolatile,thermal,high,99.71,0.44,65.60,34.54,65.98,34.02
Run_2050,small_volatile,thermal,high,100.16,0.76,75.55,25.37,75.20,25.07
Run_2051,peptide,oxidation,mid,99.79,0.44,92.36,7.87,92.32,7.75
Run_2052,small_nonvolatile,photolysis,high,100.60,0.67,66.90,34.37,67.31,34.80
Run_2053,small_nonvolatile,thermal,high,99.44,0.44,54.80,45.08,54.42,45.03
Run_2054,small_volatile,oxidation,high,99.22,0.37,49.24,50.35,49.61,50.19
Run_2055,small_volatile,oxidation,high,100.54,0.20,59.19,35.39,59.30,36.60
Run_2056,small_nonvolatile,acid,low,100.33,0.33,98.12,2.55,98.78,3.01
Run_2057,small_volatile,photolysis,high,99.14,0.74,52.36,47.52,52.04,47.35
Run_2058,peptide,photolysis,low,99.92,0.80,96.83,3.89,97.47,3.22
Run_2059,small_nonvolatile,photolysis,high,98.74,0.18,68.67,30.25,68.21,29.91
Run_2060,small_volatile,oxidation,high,99.11,0.90,56.75,38.09,56.94,38.03
Run_2061,small_nonvolatile,photolysis,low,99.75,0.22,95.92,4.05,95.65,4.12
Run_2062,small_nonvolatile,acid,mid,99.92,0.93,87.15,13.70,86.42,13.51
Run_2063,small_volatile,oxidation,high,100.26,0.93,63.02,38.17,62.70,37.98
Run_2064,small_nonvolatile,oxidation,mid,100.02,0.45,81.85,18.62,81.35,19.08
Run_2065,peptide,acid,mid,99.30,0.87,81.30,18.86,80.63,12.60
Run_2066,small_volatile,base,high,100.01,0.46,64.18,36.28,64.23,36.51
Run_2067,small_volatile,base,high,100.62,0.24,77.26,19.60,77.50,19.74
Run_2068,small_nonvolatile,oxidation,low,100.89,0.43,96.25,5.06,96.70,4.61
Run_2069,peptide,photolysis,low,100.17,0.88,95.15,5.90,94.73,5.60
Run_2070,small_volatile,acid,low,100.35,0.67,96.61,4.40,96.21,5.39
Run_2071,small_volatile,photolysis,low,100.08,0.76,96.85,3.98,95.90,3.87
Run_2072,small_nonvolatile,acid,high,99.73,0.60,65.61,34.72,65.61,34.88
Run_2073,peptide,photolysis,low,100.11,0.82,97.93,2.99,98.73,2.48
Run_2074,peptide,photolysis,mid,99.12,0.46,90.36,9.22,90.31,10.01
Run_2075,small_nonvolatile,thermal,low,99.59,0.19,96.53,3.25,97.38,3.96
Run_2076,peptide,acid,low,99.74,0.52,97.06,3.20,97.86,3.34
Run_2077,small_volatile,base,low,100.22,0.23,95.11,4.89,95.50,4.88
Run_2078,small_volatile,base,mid,99.97,0.92,86.47,12.20,86.13,11.73
Run_2079,peptide,thermal,high,99.95,0.51,55.36,45.10,55.56,45.43
Run_2080,small_volatile,acid,high,100.02,0.48,54.80,45.70,54.55,45.20
Run_2081,peptide,oxidation,low,99.70,0.43,95.91,4.23,96.01,3.53
Run_2082,small_volatile,thermal,mid,99.25,0.36,79.83,19.78,79.34,20.50
Run_2083,small_volatile,acid,low,100.53,0.68,99.53,1.46,98.46,1.92
Run_2084,small_volatile,photolysis,mid,100.42,0.53,87.27,13.68,87.77,13.71
Run_2085,small_nonvolatile,thermal,mid,99.08,0.39,89.43,10.03,88.96,10.36
Run_2086,peptide,acid,mid,99.74,0.37,85.16,14.95,85.61,14.97
Run_2087,small_volatile,base,low,99.86,0.48,98.36,1.78,97.99,1.00
Run_2088,small_nonvolatile,base,low,100.43,0.91,98.42,2.93,99.09,2.58
Run_2089,peptide,photolysis,low,99.47,0.94,94.49,5.92,94.57,6.01
Run_2090,small_nonvolatile,acid,mid,100.36,0.12,87.74,12.74,87.95,8.42
Run_2091,peptide,base,low,99.45,0.15,94.92,4.68,95.13,5.30
Run_2092,small_nonvolatile,base,low,100.50,0.12,95.73,4.88,96.09,5.57
Run_2093,small_volatile,photolysis,mid,99.61,0.18,90.82,8.34,91.08,8.35
Run_2094,small_nonvolatile,base,mid,99.66,0.16,89.76,10.06,89.69,7.08
Run_2095,small_volatile,photolysis,high,101.00,0.77,79.60,22.17,78.82,22.28
Run_2096,small_volatile,thermal,low,100.02,0.57,95.63,4.35,95.62,4.76
Run_2097,small_volatile,photolysis,low,99.84,0.43,98.26,2.01,98.55,2.63
Run_2098,peptide,oxidation,mid,101.18,0.40,88.92,12.66,89.22,12.26
Run_2099,small_nonvolatile,acid,mid,100.15,0.63,80.26,20.52,79.85,21.02
Run_2100,small_volatile,photolysis,low,99.49,0.53,95.06,4.96,94.97,4.35
Run_2101,peptide,base,mid,99.98,0.69,81.52,19.15,81.73,18.64
Run_2102,small_volatile,oxidation,mid,99.98,0.48,89.35,10.49,89.13,10.38
Run_2103,peptide,thermal,mid,99.52,0.70,86.95,13.27,87.82,13.36
Run_2104,peptide,photolysis,mid,99.57,0.75,87.23,13.09,86.59,13.11
Run_2105,peptide,oxidation,mid,100.13,0.71,83.80,17.05,84.41,17.06
Run_2106,small_volatile,base,high,100.42,0.88,65.14,30.57,64.93,30.82
Run_2107,small_volatile,photolysis,mid,99.86,0.86,83.95,16.78,84.55,11.76
Run_2108,small_nonvolatile,oxidation,high,99.15,0.15,80.59,18.71,81.25,18.37
Run_2109,small_volatile,base,mid,99.65,0.80,93.55,6.16,93.46,6.67
Run_2110,small_volatile,thermal,low,100.37,0.61,97.57,3.41,97.48,2.53
Run_2111,small_volatile,photolysis,mid,100.08,0.99,87.17,12.83,87.42,8.72
Run_2112,small_volatile,base,low,99.14,0.89,94.75,4.98,94.48,5.31
Run_2113,small_nonvolatile,acid,high,99.46,0.47,50.94,48.99,50.20,49.93
Run_2114,small_volatile,base,mid,100.11,0.73,90.30,9.93,90.56,9.48
Run_2115,small_nonvolatile,acid,mid,99.65,0.12,78.30,21.48,77.84,21.90
Run_2116,small_nonvolatile,acid,mid,100.18,0.27,84.26,16.18,84.11,15.29
Run_2117,small_volatile,acid,low,99.84,0.38,98.23,1.99,98.36,1.73
Run_2118,small_nonvolatile,oxidation,mid,100.72,0.66,93.69,7.69,93.05,8.29
Run_2119,peptide,base,high,101.88,0.60,51.07,51.41,51.24,51.80
Run_2120,peptide,acid,mid,100.10,0.81,81.20,19.71,81.19,20.05
Run_2121,peptide,acid,high,99.53,0.47,52.12,47.88,52.09,47.50
Run_2122,small_nonvolatile,thermal,low,99.31,0.31,95.99,3.63,97.35,3.79
Run_2123,small_nonvolatile,acid,low,99.45,0.78,95.46,4.77,95.06,4.42
Run_2124,peptide,acid,high,100.39,0.58,70.11,30.85,70.17,31.66
Run_2125,peptide,base,mid,100.50,0.51,89.06,11.95,89.59,11.98
Run_2126,peptide,thermal,high,99.43,0.98,58.55,41.87,58.97,42.02
Run_2127,small_volatile,photolysis,high,99.55,0.80,80.14,18.86,80.62,18.42
Run_2128,peptide,base,mid,100.02,0.63,80.17,20.48,80.11,19.90
Run_2129,peptide,oxidation,mid,100.46,0.25,83.33,17.38,83.93,17.29
Run_2130,small_nonvolatile,acid,high,100.89,0.77,66.32,35.34,66.26,35.24
Run_2131,small_nonvolatile,oxidation,mid,100.48,0.47,94.33,6.62,94.09,7.09
Run_2132,small_nonvolatile,thermal,low,99.43,0.12,96.01,3.54,96.77,3.10
Run_2133,small_volatile,oxidation,high,99.54,0.96,56.28,44.22,56.85,44.07
Run_2134,small_volatile,oxidation,mid,100.77,0.65,84.19,14.99,84.14,14.88
Run_2135,small_volatile,photolysis,low,100.22,0.35,95.44,5.12,95.69,5.26
Run_2136,peptide,acid,mid,99.74,0.65,95.04,5.36,94.52,4.77
Run_2137,small_nonvolatile,photolysis,low,99.74,0.85,94.30,6.30,94.41,6.04
Run_2138,peptide,thermal,high,100.15,0.61,52.17,48.60,51.83,48.44
Run_2139,small_nonvolatile,base,mid,100.23,0.37,86.52,14.07,86.65,14.19
Run_2140,peptide,base,mid,100.93,0.10,85.33,15.71,85.55,16.32
Run_2141,small_volatile,base,mid,99.78,0.11,89.49,9.14,89.76,9.31
Run_2142,small_volatile,acid,high,100.59,0.85,67.55,27.52,67.08,28.36
Run_2143,peptide,acid,low,100.39,0.30,99.09,1.60,98.57,1.81
Run_2144,small_volatile,base,high,100.20,0.65,58.53,34.45,58.07,34.21
Run_2145,peptide,thermal,low,100.19,0.61,95.38,5.42,95.16,5.88
Run_2146,peptide,acid,high,99.76,0.48,49.47,50.77,49.88,50.47
Run_2147,small_volatile,oxidation,mid,100.55,0.65,83.09,18.11,83.16,18.22
Run_2148,small_nonvolatile,oxidation,high,100.01,0.28,75.08,25.21,75.93,25.34
Run_2149,peptide,thermal,mid,99.70,0.93,90.06,10.56,89.97,11.23
Run_2150,small_volatile,thermal,mid,99.54,0.19,82.52,15.61,82.13,15.93
Run_2151,small_volatile,thermal,high,100.00,0.12,56.21,43.91,56.64,44.31
Run_2152,peptide,base,low,100.41,0.29,95.97,4.73,96.25,4.76
Run_2153,small_volatile,oxidation,mid,100.43,0.61,94.84,6.20,94.73,5.87
Run_2154,small_volatile,acid,high,100.29,0.66,75.98,24.97,75.65,25.19
Run_2155,peptide,acid,mid,99.55,0.32,92.89,6.98,91.90,7.15
Run_2156,peptide,acid,high,99.76,0.63,73.19,27.19,72.48,27.98
Run_2157,small_nonvolatile,base,high,100.27,0.38,61.44,39.22,61.44,39.06
Run_2158,small_nonvolatile,photolysis,high,100.00,0.97,62.19,38.77,62.45,38.84
Run_2159,small_volatile,oxidation,mid,100.35,0.78,79.81,21.32,79.24,21.21
Run_2160,small_volatile,photolysis,high,99.77,0.20,78.15,21.82,77.73,21.07
Run_2161,small_nonvolatile,base,mid,100.36,0.11,88.36,12.11,88.56,11.42
Run_2162,peptide,thermal,low,99.81,0.70,94.94,5.56,95.29,5.54
Run_2163,peptide,photolysis,mid,99.50,0.63,91.91,8.23,91.97,8.46
Run_2164,peptide,thermal,low,100.57,0.41,97.59,3.40,98.44,4.10
Run_2165,small_volatile,thermal,low,101.19,0.95,96.55,5.60,97.19,5.72
Run_2166,small_volatile,oxidation,high,99.61,0.14,60.66,39.09,60.55,39.65
Run_2167,small_volatile,base,mid,100.66,0.69,88.33,11.86,88.22,7.99
Run_2168,small_nonvolatile,oxidation,high,100.77,0.66,49.20,52.23,48.59,52.32
Run_2169,small_volatile,photolysis,high,99.68,0.94,73.25,27.37,73.23,28.13
Run_2170,small_volatile,oxidation,mid,100.50,0.13,82.02,18.60,80.67,12.99
Run_2171,small_nonvolatile,photolysis,high,100.18,0.70,62.17,38.71,62.53,38.99
Run_2172,peptide,photolysis,low,100.80,0.46,98.35,2.91,98.51,2.99
Run_2173,small_volatile,thermal,high,100.13,0.88,70.73,24.50,70.93,24.42
Run_2174,peptide,thermal,low,100.05,0.87,95.59,5.33,96.76,4.58
Run_2175,small_nonvolatile,thermal,low,99.69,0.21,97.13,2.77,96.70,2.08
Run_2176,peptide,base,low,99.97,0.40,96.90,3.46,97.10,3.60
Run_2177,small_nonvolatile,thermal,low,99.98,0.64,95.04,5.57,95.41,5.83
Run_2178,small_volatile,acid,low,100.01,0.62,98.44,2.18,97.01,1.37
Run_2179,small_nonvolatile,base,low,100.55,0.26,97.29,3.52,97.02,4.04
Run_2180,peptide,oxidation,mid,99.62,0.92,82.14,18.40,82.34,18.26
Run_2181,small_nonvolatile,base,low,99.20,1.00,96.43,3.76,95.84,3.69
Run_2182,small_volatile,base,low,99.09,0.77,93.99,5.86,93.78,5.64
Run_2183,peptide,base,mid,99.33,0.51,86.78,13.06,86.52,13.24
Run_2184,small_volatile,thermal,low,101.06,0.84,97.81,3.45,97.36,3.74
Run_2185,peptide,oxidation,high,99.74,0.36,63.33,36.77,63.89,37.54
Run_2186,small_nonvolatile,thermal,mid,99.66,0.92,87.20,13.38,87.24,13.17
Run_2187,small_nonvolatile,base,high,98.90,0.37,69.48,29.80,69.12,29.06
Run_2188,small_nonvolatile,oxidation,mid,99.49,0.59,79.72,20.37,79.93,20.36
Run_2189,small_nonvolatile,photolysis,high,100.24,0.61,51.54,49.32,51.22,49.71
Run_2190,peptide,photolysis,high,100.57,0.76,64.98,36.35,64.87,35.90
Run_2191,peptide,thermal,high,99.73,0.49,70.95,29.27,70.64,29.57
Run_2192,peptide,photolysis,low,99.68,0.22,95.82,4.08,95.61,4.19
Run_2193,small_volatile,oxidation,low,100.06,0.75,95.54,5.27,95.61,4.96
Run_2194,peptide,oxidation,low,100.54,0.91,97.17,4.28,97.29,3.94
Run_2195,small_volatile,base,mid,100.13,0.83,90.28,10.68,90.73,10.72
Run_2196,peptide,base,low,100.39,0.89,95.90,5.39,95.79,6.60
Run_2197,small_nonvolatile,oxidation,high,100.41,0.86,68.11,33.16,68.08,33.17
Run_2198,small_volatile,base,high,99.06,0.16,57.80,38.77,57.95,37.79
Run_2199,peptide,acid,low,99.65,0.82,95.39,5.08,95.52,5.44
Run_2200,small_volatile,thermal,low,99.58,0.34,94.89,5.03,95.31,4.92
Run_2201,small_nonvolatile,oxidation,mid,100.77,0.66,82.62,18.82,82.45,19.49
Run_2202,peptide,acid,mid,99.49,0.32,85.25,14.56,84.99,14.31
Run_2203,small_volatile,thermal,low,100.08,0.81,97.06,3.84,97.34,4.21
Run_2204,small_nonvolatile,photolysis,mid,99.09,0.84,92.48,7.45,92.85,7.81
Run_2205,small_nonvolatile,base,low,99.45,0.18,94.43,5.19,94.48,5.81
Run_2206,peptide,acid,high,99.99,0.21,50.82,49.38,51.02,48.95
Run_2207,small_volatile,base,low,100.16,0.18,95.13,5.21,96.26,5.81
Run_2208,small_volatile,base,low,99.48,0.20,95.17,4.52,95.61,4.78
Run_2209,small_volatile,thermal,mid,99.56,0.54,87.55,12.55,87.91,8.18
Run_2210,small_nonvolatile,photolysis,low,99.59,0.12,97.27,2.44,97.09,2.66
Run_2211,small_nonvolatile,base,low,99.70,0.70,98.05,2.35,98.57,2.31
Run_2212,small_nonvolatile,oxidation,high,99.52,0.60,68.47,31.66,68.47,31.74
Run_2213,peptide,thermal,high,99.75,0.43,62.98,37.20,62.75,38.38
Run_2214,peptide,thermal,mid,99.73,0.30,92.06,7.98,91.18,6.06
Run_2215,peptide,acid,high,100.47,0.26,79.88,20.86,79.28,21.18
Run_2216,peptide,thermal,mid,100.05,0.11,90.65,9.52,89.49,8.31
Run_2217,small_volatile,base,low,99.79,0.14,97.29,2.64,96.99,2.36
Run_2218,small_nonvolatile,photolysis,mid,100.29,0.44,86.84,13.89,86.25,9.52
Run_2219,peptide,photolysis,low,99.83,0.57,96.23,4.17,96.27,4.94
Run_2220,peptide,oxidation,low,100.44,0.22,96.31,4.35,96.89,4.83
Run_2221,peptide,base,high,99.73,0.63,55.46,44.90,56.21,45.07
Run_2222,small_nonvolatile,thermal,low,99.30,0.98,95.02,5.25,96.11,4.87
Run_2223,small_nonvolatile,oxidation,high,100.42,0.58,58.38,42.62,57.99,43.24
Run_2224,peptide,acid,mid,99.41,0.11,83.33,16.19,82.50,15.80
Run_2225,peptide,acid,mid,99.40,0.25,88.91,10.74,88.63,10.95
Run_2226,peptide,acid,low,99.96,0.94,94.88,6.02,94.65,5.27
Run_2227,peptide,oxidation,mid,100.44,0.46,88.04,12.86,87.92,13.26
Run_2228,small_nonvolatile,oxidation,low,100.05,0.83,97.25,3.63,97.70,4.12
Run_2229,peptide,acid,mid,100.04,0.81,81.56,19.28,81.23,17.62
Run_2230,small_nonvolatile,photolysis,mid,101.24,0.59,90.15,11.68,91.28,11.97
Run_2231,small_nonvolatile,photolysis,mid,99.08,0.79,87.72,12.15,88.06,12.84
Run_2232,peptide,base,high,99.98,0.12,62.04,38.06,62.06,38.36
Run_2233,peptide,base,low,99.75,0.44,98.48,1.71,97.90,1.68
Run_2234,small_volatile,thermal,high,100.81,0.66,66.86,34.61,66.37,34.48
Run_2235,peptide,base,high,99.65,0.57,78.03,22.19,78.34,22.28
Run_2236,peptide,oxidation,low,100.39,0.95,95.75,5.60,95.47,6.58
Run_2237,small_volatile,photolysis,mid,100.37,0.74,94.18,6.93,94.23,6.61
Run_2238,small_nonvolatile,thermal,mid,100.91,0.30,84.52,16.68,84.40,17.64
Run_2239,peptide,thermal,low,99.97,0.81,97.55,3.23,97.30,3.48
Run_2240,small_nonvolatile,oxidation,mid,99.77,0.35,92.70,7.41,92.12,5.33
Run_2241,peptide,thermal,low,99.10,0.69,98.02,1.78,99.14,2.20
Run_2242,peptide,thermal,low,100.49,0.16,99.28,1.37,99.93,0.85
Run_2243,small_nonvolatile,acid,mid,100.40,0.34,94.57,6.18,94.68,6.38
Run_2244,small_nonvolatile,base,low,100.12,0.59,97.28,3.43,97.45,3.02
Run_2245,peptide,base,high,99.93,0.36,70.52,29.76,70.64,30.43
Run_2246,small_nonvolatile,acid,mid,100.28,0.67,90.22,10.72,90.36,10.04
Run_2247,small_nonvolatile,acid,low,100.83,0.99,98.19,3.62,97.75,3.67
Run_2248,small_volatile,thermal,mid,99.44,0.58,89.94,10.09,89.94,10.25
Run_2249,peptide,thermal,high,100.59,0.19,57.44,43.34,58.54,43.08
Run_2250,peptide,base,high,100.56,0.60,70.17,30.99,70.11,31.32
Run_2251,small_volatile,base,low,100.28,0.56,97.25,3.59,96.95,3.14
Run_2252,small_volatile,acid,low,99.95,0.58,95.40,5.13,95.78,5.25
Run_2253,small_nonvolatile,acid,high,100.14,0.28,66.49,33.93,66.44,34.54
Run_2254,small_nonvolatile,photolysis,high,99.81,0.46,75.70,24.58,75.79,24.84
Run_2255,small_volatile,acid,mid,99.80,0.37,85.43,14.74,85.69,14.82
Run_2256,peptide,acid,high,99.03,0.69,58.74,40.98,58.59,40.16
Run_2257,small_nonvolatile,base,high,99.32,0.11,57.34,42.09,57.25,41.32
Run_2258,small_volatile,thermal,high,100.83,0.57,61.67,39.72,61.79,39.74
Run_2259,peptide,base,high,100.21,0.86,71.77,29.30,71.63,30.15
Run_2260,peptide,thermal,mid,100.34,0.58,94.08,6.84,94.33,4.29
Run_2261,peptide,acid,low,99.78,0.35,98.24,1.89,98.19,1.15
Run_2262,peptide,thermal,low,100.20,0.96,97.55,3.60,96.69,2.89
Run_2263,small_nonvolatile,acid,high,99.79,0.44,63.43,36.80,64.25,36.72
Run_2264,small_nonvolatile,oxidation,low,100.29,0.70,96.17,4.83,96.37,4.51
Run_2265,small_volatile,base,high,100.27,0.32,61.17,39.43,61.68,38.88
Run_2266,small_nonvolatile,base,mid,99.79,0.22,94.28,5.73,94.18,4.97
Run_2267,small_nonvolatile,photolysis,mid,100.86,0.38,86.65,14.59,86.88,14.26
Run_2268,small_nonvolatile,photolysis,mid,99.88,0.79,88.39,12.28,87.57,12.52
Run_2269,peptide,oxidation,high,99.98,0.85,78.73,22.10,78.85,22.22
Run_2270,small_nonvolatile,acid,high,99.47,0.80,50.40,49.86,50.67,49.97
Run_2271,small_nonvolatile,acid,low,99.87,0.65,97.34,3.17,97.03,3.35
Run_2272,small_nonvolatile,base,low,99.91,0.44,98.81,1.54,99.01,2.56
Run_2273,small_volatile,oxidation,low,99.25,0.54,98.01,1.56,97.60,0.65
Run_2274,small_volatile,oxidation,low,100.77,0.16,98.97,1.95,99.11,2.24
Run_2275,small_nonvolatile,oxidation,low,99.18,0.48,97.80,1.86,99.22,1.04
Run_2276,small_nonvolatile,base,high,100.81,0.63,55.05,46.39,55.36,47.00
Run_2277,small_nonvolatile,oxidation,mid,100.29,0.34,90.82,9.80,91.10,10.08
Run_2278,small_volatile,base,high,100.24,0.63,59.36,41.51,58.35,42.45
Run_2279,small_volatile,oxidation,high,99.42,0.12,71.25,28.30,70.94,28.03
Run_2280,small_nonvolatile,acid,low,99.30,0.68,97.76,2.21,98.14,1.98
Run_2281,peptide,oxidation,high,99.34,0.41,71.50,28.25,71.79,28.03
Run_2282,peptide,photolysis,mid,100.37,0.97,81.86,19.47,81.09,19.36
Run_2283,small_volatile,acid,high,100.32,0.75,69.81,31.25,70.01,31.94
Run_2284,small_nonvolatile,photolysis,high,100.80,0.50,63.36,37.94,63.39,37.82
Run_2285,small_volatile,acid,low,99.97,0.99,98.57,2.39,99.07,1.92
Run_2286,small_nonvolatile,thermal,low,100.52,0.29,97.39,3.42,98.35,3.00
Run_2287,small_volatile,acid,mid,99.85,0.12,84.26,13.29,84.58,12.57
Run_2288,peptide,oxidation,low,99.11,0.65,97.73,2.03,98.51,0.79
Run_2289,small_nonvolatile,acid,low,99.69,0.22,95.17,4.74,94.81,4.49
Run_2290,peptide,base,mid,99.68,0.40,84.59,15.49,85.08,15.80
Run_2291,small_volatile,oxidation,mid,100.68,0.64,87.88,13.43,87.67,13.97
Run_2292,small_nonvolatile,thermal,mid,100.28,0.85,91.54,9.59,91.31,9.75
Run_2293,small_nonvolatile,oxidation,high,100.41,0.14,63.22,37.33,62.59,38.05
Run_2294,peptide,acid,high,100.66,0.45,52.11,48.99,51.84,48.54
Run_2295,small_nonvolatile,oxidation,low,100.02,0.70,96.80,3.92,96.85,3.99
Run_2296,small_nonvolatile,photolysis,low,99.74,0.41,95.46,4.70,95.01,4.54
Run_2297,small_volatile,thermal,low,100.11,0.84,97.02,3.63,96.55,3.64
Run_2298,small_nonvolatile,base,mid,98.98,0.30,85.29,13.99,84.95,14.47
Run_2299,small_nonvolatile,base,high,99.68,0.86,74.23,26.31,74.55,26.81
Run_2300,small_nonvolatile,oxidation,mid,100.28,0.12,88.43,11.96,88.58,11.31
Run_2301,small_nonvolatile,oxidation,high,100.82,0.60,67.61,33.81,67.20,34.19
Run_2302,peptide,photolysis,high,99.55,0.50,53.98,46.07,53.79,46.21
Run_2303,small_volatile,acid,high,100.40,0.78,72.13,24.62,72.29,24.50
Run_2304,peptide,base,mid,99.84,0.93,85.22,15.55,85.33,15.45
Run_2305,peptide,base,high,100.28,0.93,75.63,25.58,75.41,24.93
Run_2306,small_volatile,oxidation,high,100.21,0.21,72.50,27.92,72.53,27.54
Run_2307,small_nonvolatile,base,high,99.99,0.82,62.61,38.20,62.96,39.25
Run_2308,small_volatile,thermal,high,99.59,0.42,62.01,38.01,61.41,37.73
Run_2309,small_nonvolatile,thermal,low,100.10,0.90,98.25,2.75,98.86,2.43
Run_2310,small_nonvolatile,base,high,98.35,0.28,76.10,22.53,76.89,21.94
Run_2311,small_nonvolatile,base,high,99.65,0.73,67.43,32.94,68.84,33.49
Run_2312,small_nonvolatile,photolysis,mid,100.32,0.87,80.64,20.55,81.04,19.91
Run_2313,peptide,oxidation,low,100.25,0.71,99.25,1.70,99.00,1.17
Run_2314,small_nonvolatile,base,low,99.94,0.33,96.38,3.88,96.35,3.70
Run_2315,peptide,photolysis,low,100.18,0.72,97.13,3.78,97.34,3.80
Run_2316,small_nonvolatile,base,high,100.33,0.39,56.65,44.07,55.77,44.41
Run_2317,small_volatile,photolysis,mid,100.27,0.64,83.18,17.73,82.58,17.24
Run_2318,peptide,oxidation,mid,99.35,0.62,92.22,7.75,91.95,8.04
Run_2319,small_volatile,acid,high,99.48,0.74,77.39,22.83,77.36,23.38
Run_2320,small_volatile,oxidation,low,99.98,0.63,94.91,5.69,94.28,5.75
Run_2321,peptide,photolysis,mid,99.44,0.12,82.91,16.65,82.63,10.19
Run_2322,small_volatile,oxidation,high,101.18,0.99,65.04,37.13,64.65,36.68
Run_2323,peptide,base,low,100.40,0.64,96.40,4.64,96.22,5.39
Run_2324,small_nonvolatile,thermal,high,99.90,0.17,77.48,22.59,76.54,21.51
Run_2325,small_nonvolatile,thermal,low,100.98,0.80,96.44,5.34,97.29,6.24
Run_2326,small_nonvolatile,thermal,low,100.57,0.21,97.19,3.59,97.15,3.96
Run_2327,small_nonvolatile,photolysis,low,99.78,0.82,97.63,2.96,97.16,3.47
Run_2328,small_volatile,oxidation,mid,101.08,0.25,84.19,14.35,83.48,14.65
Run_2329,small_nonvolatile,thermal,mid,99.90,0.41,93.96,6.35,93.86,5.57
Run_2330,peptide,thermal,low,100.47,0.59,98.32,2.74,98.40,2.68
Run_2331,small_volatile,base,mid,100.49,0.64,86.13,15.00,86.03,15.73
Run_2332,peptide,photolysis,mid,99.76,0.73,94.62,5.87,94.40,5.32
Run_2333,small_nonvolatile,photolysis,high,99.17,0.77,75.73,24.21,75.20,24.63
